"ID#","SERIES","SHOT","YEAR","MON","DAY","TIME","SITE","LAT","LONG","NT","HOLE","HOB","GZALT","NT","TYPE","PUR","YD-MN","YD-MX","YD-EST","NT","YIELD","MAG","CRAT","VENT","DEVIC","WARHEAD","R","N","SOURCES"
"157","1985","Codros","1985","OCT","26","16:35:00.2","PMU-L","-21.84900","-138.81500","","","","0","","UG-S","WR","20","80","18","S","20","5.25","","","","","","","1,2,3,5,a"
"158","1985","Zetes","1985","NOV","24","16:01:00.7","PMU-R","-21.80200","-138.78100","","","","","","UG-S","WR","5","20","5","S","5","4.81","","","","","","","1,2,3,5,a"
"159","1985","Megaree","1985","NOV","26","17:42:00.1","PMU-L","-21.85600","-138.89900","","","","0","","UG-S","WR","20","80","54","S","54","5.64","","","","Hades","","","1,2,3,5,a"
"160","1986","Hyllos","1986","APR","26","17:02:00.7","PMU-R","-21.72500","-138.94100","","","","","","UG-S","WR","5","20","5","S","5","4.77","","","","","","","1,2,3,5,a"
"161","1986","Ceto","1986","MAY","6","16:58:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","5","S","5","4.75","","","","","","","1,2,3,5,a"
"162","1986","Sthenelos","1986","MAY","27","17:15:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","5","20","4","S","5","4.67","","","","","","","1,2,3,5,a"
"163","1986","Galatee","1986","MAY","30","17:25:00.1","PMU-L","-21.86200","-138.94900","","","","0","","UG-S","WR","20","80","30","S","30","5.43","","","","","","","1,2,3,5,a"
"164","1986","Hesione","1986","NOV","10","16:58:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","6","S","5","4.87","","","","","","","1,2,3,5,a"
"165","1986","Naupolis","1986","NOV","12","17:02:00.3","PMU-L","-21.84300","-138.92700","","","","0","","UG-S","WR","5","20","24","S","20","5.34","","","","","","","1,2,3,5,a"
"166","1986","Peneleos","1986","DEC","6","17:10:00","PMU-R","-21.80000","-138.90000","*","","","","","UG-S","WR","0","5","9","S","5","4.99","","","","","","","1,2,3,5,a"
"167","1986","Circe","1986","DEC","10","17:15:00.2","PMU-L","-21.83300","-138.89200","","","","0","","UG-S","WR","20","80","32","S","32","5.45","","","","","","","1,2,3,5,a"
"168","1987","Jocaste","1987","MAY","5","16:58:01.3","PMU-L","-21.70500","-138.58100","","","","0","","UG-S","WR","5","20","5","S","5","4.77","","","","","","","1,2,3,5,a"
"169","1987","Lycomede","1987","MAY","20","17:05:00.1","PMU-L","-21.85000","-138.91300","","","","0","","UG-S","WR","20","80","30","S","30","5.42","","","","","","","1,2,3,5,a"
"170","1987","Dirce","1987","JUN","6","18:00:00.7","PMU-L","-21.76900","-138.87400","","","","0","","UG-S","WR","5","20","3","S","5","4.54","","","","","","","1,2,3,5,a"
"171","1987","Iphpitos","1987","JUN","21","17:55:00.1","PMU-L","-21.86500","-138.89100","","","","0","","UG-S","WR","20","80","15","S","20","5.17","","","","","","","1,2,3,5,a"
"172","1987","Helenos","1987","OCT","23","16:50:00.3","PMU-L","-21.84500","-138.90700","","","","0","","UG-S","WR","20","80","51","S","51","5.62","","","","","","","1,2,3,5,a"
"173","1987","Pasiphae","1987","NOV","5","17:30:00.4","PMU-L","-21.79100","-138.87400","","","","0","","UG-S","WR","5","20","18","S","18","5.25","","","","","","","1,2,3,5,a"
"174","1987","Pelee","1987","NOV","19","16:31:00.2","PMU-L","-21.84500","-138.94100","","","","0","","UG-S","WR","20","80","62","S","62","5.69","","","","","","","1,2,3,5,a"
"175","1987","Danae","1987","NOV","29","17:59:00","PMU-L","-21.80000","-138.90000","*","","","0","","UG-S","WR","5","20","3","S","5","4.65","","","","","","","1,2,3,5,a"
"176","1988","Nelee","1988","MAY","11","17:00:00.3","PMU-L","-21.83300","-138.94500","","","","0","","UG-S","WR","20","80","20","S","20","5.28","","","","","","","1,2,3,5,a"
"177","1988","Niobe","1988","MAY","25","17:01:00.1","PMU-L","-21.84500","-138.96100","","","","0","","UG-S","WR","20","80","82","S","80","5.79","","","","","","","1,2,3,5,a"
"178","1988","Antigone","1988","JUN","16","17:15:00","PMU-L","-21.75000","-139.00000","","","","0","","UG-S","WR","0","5","5","S","5","4.77","","","","","","","1,2,3,5,a"
"179","1988","Dejanire","1988","JUN","23","17:31:00.3","PMU-L","-21.84600","-138.91100","","","","0","","UG-S","WR","5","20","30","S","20","5.42","","","","","","","1,2,3,5,a"
"180","1988","Acrisios","1988","OCT","25","17:00:00","PMU-L","-21.80000","-138.90000","*","","","0","","UG-S","WR","0","5","2","S","2","4.37","","","","","","","1,2,3,5,a"
"181","1988","Thrasymedes","1988","NOV","5","16:30:00.4","PMU-L","-21.79300","-138.98700","","","","0","","UG-S","WR","20","80","47","S","47","5.59","","","","","","","1,2,3,5,a"
"182","1988","Pheres","1988","NOV","23","17:01:00.3","PMU-L","-21.83500","-138.95400","","","","0","","UG-S","WR","20","80","45","S","45","5.57","","","","","","","1,2,3,5,a"
"183","1988","Cycnos","1988","NOV","30","17:55:00.0","PFA-L2","-22.23300","-138.74000","","","","0","","UG-S","WR","80","150","103","S","103","5.87","","","","","","","1,2,3,5,a"
"184","1989","Epeios","1989","MAY","11","16:45:00.5","PMU-L","-21.81200","-138.88400","","","","0","","UG-S","WR","5","20","16","S","16","5.21","","","","","","","1,2,3,5,a"
"185","1989","Tecmessa","1989","MAY","20","17:59:00","PMU-L","-21.80000","-138.90000","*","","","0","","UG-S","WR","0","5","2","S","2","4.47","","","","","","","1,2,3,5,a"
"186","1989","Nyctee","1989","JUN","3","17:30:00.2","PMU-L","-21.84200","-138.92200","","","","0","","UG-S","WR","20","80","20","S","20","5.28","","","","","","","1,2,3,5,a"
"187","1989","Cyzicos","1989","JUN","10","17:30:00.1","PFA-L2","-22.21700","-138.72100","","","","0","","UG-S","WR","80","150","74","S","80","5.75","","","","","","","1,2,3,5,a"
"188","1989","Hypsipyle","1989","OCT","24","16:30:00.2","PMU-L","-21.85200","-138.91200","","","","0","","UG-S","WR","20","80","24","S","24","5.34","","","","","","","1,2,3,5,a"
"189","1989","Erigone","1989","OCT","31","16:57:00.3","PMU-L","-21.79300","-138.85500","","","","0","","UG-S","WR","5","20","20","S","20","5.28","","","","","","","1,2,3,5,a"
"190","1989","Tros","1989","NOV","20","17:29:00.3","PMU-L","-21.79300","-138.88400","","","","0","","UG-S","WR","5","20","28","S","20","5.40","","","","","","","1,2,3,5,a"
"191","1989","Daunus","1989","NOV","25","18:00","PMU-R","-21.80000","-138.90000","*","","-280","","MN","UG-S","SE","0","","0","","0","","","","ND","","","","3,5,a"
"192","1989","Lycos","1989","NOV","27","17:00:00.0","PFA-L2","-22.25100","-138.72200","","","","0","","UG-S","WR","80","150","87","S","87","5.81","","","","","","","1,2,3,5,a"
"193","1990","Telephe","1990","JUN","2","17:29:58.5","PMU-L","-21.87700","-138.91800","","","","0","","UG-S","WR","5","20","30","S","20","5.42","","","","","","","1,2,3,5,a"
"194","1990","Megapentes","1990","JUN","7","17:30:00","PMU-L","-21.80000","-138.90000","*","","","0","","UG-S","WR","5","20","4","S","5","4.65","","","","","","","1,2,3,5,a"
"195","1990","Cypselos","1990","JUN","26","17:59:58.2","PFA-L2","-22.21500","-138.84100","","","","0","","UG-S","WR","80","150","100","S","100","5.86","","","","","","","1,2,3,5,a"
"196","1990","Anticlee","1990","JUL","4","17:59:58.6","PMU-L","-21.85000","-139.04200","","","","0","","UG-S","WR","5","20","18","S","18","5.25","","","","","","","1,2,3,5,a"
"197","1990","Hyrtacos","1990","NOV","14","18:11:58.3","PFA-L2","-22.25800","-138.80500","","","","0","","UG-S","WR","80","150","118","S","118","5.92","","","","","","","1,2,3,5,a"
"198","1990","Thoas","1990","NOV","21","16:59:58.1","PMU-L","-21.93600","-138.96700","","","","0","","UG-S","WR","20","80","36","S","36","5.49","","","","","","","1,2,3,5,a"
"199","1991","Melanippe","1991","MAY","7","17:00:00","PMU-L","-21.80000","-138.90000","*","","","0","","UG-S","WR","0","5","1","S","1","4.25","","","","","","","1,2,3,5,a"
"200","1991","Alcinos","1991","MAY","18","17:14:58.5","PMU-L","-21.83200","-139.01400","","","","0","","UG-S","WR","20","80","16","S","20","5.21","","","","","","","1,2,3,5,a"
"201","1991","Periclymentos","1991","MAY","29","18:59:58.2","PFA-L2","-22.25600","-138.79400","","","","0","","UG-S","WR","80","150","106","S","106","5.88","","","","","","","1,2,3,5,a"
"202","1991","Pitthee","1991","JUN","14","17:59:57.8","PMU-L","-21.94400","-138.98800","","","","0","","UG-S","WR","20","80","28","S","28","5.40","","","","","","","1,2,3,5,a"
"203","1991","Coronis","1991","JUL","5","18:00:00","PMU-L","-21.80000","-138.90000","*","","","0","","UG-S","WR","0","5","1","S","0.3","3.80","","","","","","","1,2,3,5,a"
"204","1991","Lycurgue","1991","JUL","15","18:09:58.3","PMU-L","-21.87700","-138.96300","","","","0","","UG-S","WR","20","80","34","S","34","5.47","","","","","","","1,2,3,5,a"
"205","1995","Thetis","1995","SEP","5","21:29:58.4","PMU-L","-21.85000","-138.84000","","","","0","","UG-S","WR","5","20","8","S","8","4.93","","","","","","","1,3,5,a"
"206","1995","Ploutos","1995","OCT","1","23:29:58","PFA-L2","-22.25000","-138.74000","","","","0","","UG-S","WR","80","150","97","S","97","5.85","","","","TN-75","","","1,3,5,a"
"207","1995","Aepytos","1995","OCT","27","21:59:58.2","PMU-L","-21.89000","-138.98000","","","","0","","UG-S","WR","20","80","39","S","39","5.52","","","","TN-75","","","1,3,5,a"
"208","1995","Phegee","1995","NOV","21","21:29:58.1","PMU-L","-21.88000","-139.03000","","","","0","","UG-S","WR","20","80","17","S","20","5.22","","","","","","","1,3,5,a"
"209","1995","Themisto","1995","DEC","27","21:29:58","PMU-L","-21.88000","-138.97000","","","","0","","UG-S","WR","20","80","21","S","21","5.29","","","","","","","1,3,5,a"
"210","1996","Xouthos","1996","JAN","27","21:29:57.8","PFA-L2","-22.24000","-138.82000","","","","0","","UG-S","WR","20","150","46","S","46","5.58","","","","TN-75","","","1,3,5,a"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
